business_id,name,address,city,state,postal_code,latitude,longitude,stars,review_count,is_open,attributes,categories,hours
92dYGs4_P_9j6cKle7E2Yw,Figo,1033 N 2nd St,Philadelphia,PA,19123,39.967481,-75.1398075,3.0,33,1,"{'Smoking': ""u'no'"", 'BYOB': 'False', 'OutdoorSeating': 'True', 'Alcohol': ""u'full_bar'"", 'Caters': 'True', 'RestaurantsTableService': 'True', 'WheelchairAccessible': 'True', 'BusinessAcceptsCreditCards': 'True', 'Music': ""{u'dj': False, u'live': True, u'jukebox': False, u'video': False, u'background_music': False, u'karaoke': False, u'no_music': False}"", 'RestaurantsDelivery': 'True', 'RestaurantsTakeOut': 'True', 'WiFi': ""u'free'"", 'ByAppointmentOnly': 'False', 'HasTV': 'True'}","Cocktail Bars, Italian, Nightlife, Restaurants, Bars","{'Monday': '0:0-0:0', 'Tuesday': '16:0-22:0', 'Wednesday': '16:0-22:0', 'Thursday': '16:0-22:0', 'Friday': '16:0-22:0', 'Saturday': '15:0-22:0', 'Sunday': '15:0-22:0'}"
Qf4e6amvsjdKgz-b02gvUg,The Fresh Grocer of Walnut,4001 Walnut St,Philadelphia,PA,19104,39.9544656934,-75.2029407313,2.0,216,0,"{'BusinessAcceptsCreditCards': 'True', 'BusinessParking': ""{'garage': True, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'RestaurantsPriceRange2': '2', 'DogsAllowed': 'False', 'BikeParking': 'True', 'RestaurantsTakeOut': 'True', 'RestaurantsDelivery': 'True', 'Caters': 'False'}","Grocery, Food","{'Monday': '0:0-0:0', 'Tuesday': '0:0-0:0', 'Wednesday': '0:0-0:0', 'Thursday': '0:0-0:0', 'Friday': '0:0-0:0', 'Saturday': '0:0-0:0', 'Sunday': '0:0-0:0'}"
99e7bysta1myyrQogFEWUQ,Dock Street Brewery,701 S 50th St,Philadelphia,PA,19143,39.9477306374,-75.2227761947,4.0,549,1,"{'RestaurantsPriceRange2': '2', 'BusinessAcceptsCreditCards': 'True', 'Ambience': ""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': True, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}"", 'RestaurantsReservations': 'False', 'RestaurantsAttire': ""'casual'"", 'Caters': 'False', 'RestaurantsGoodForGroups': 'True', 'BikeParking': 'True', 'RestaurantsTakeOut': 'True', 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'OutdoorSeating': 'True', 'Alcohol': ""'beer_and_wine'"", 'HasTV': 'True', 'BYOBCorkage': ""'no'"", 'GoodForKids': 'False', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': True, 'brunch': False, 'breakfast': False}"", 'DogsAllowed': 'False', 'NoiseLevel': ""u'loud'"", 'WiFi': ""u'free'"", 'RestaurantsTableService': 'True', 'RestaurantsDelivery': 'True', 'ByAppointmentOnly': 'False', 'HappyHour': 'True'}","Beer, Wine & Spirits, Restaurants, Breweries, Pizza, Local Flavor, American (New), Vegetarian, Food, Brewpubs","{'Monday': '0:0-0:0', 'Tuesday': '16:0-22:0', 'Wednesday': '16:0-22:0', 'Thursday': '14:0-20:0', 'Friday': '15:0-23:0', 'Saturday': '12:0-23:0'}"
5OW89S9JXE-mllkIWMg8hg,Famous Famiglia,"Terminal A, Gate A18",Philadelphia,PA,19153,39.876751,-75.247162,2.0,20,0,"{'Ambience': ""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}"", 'RestaurantsPriceRange2': '1', 'OutdoorSeating': 'False', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'RestaurantsAttire': ""u'casual'"", 'BusinessAcceptsCreditCards': 'True', 'HasTV': 'True', 'RestaurantsReservations': 'False', 'WiFi': ""'no'"", 'GoodForKids': 'True', 'RestaurantsDelivery': 'False', 'BikeParking': 'False', 'Caters': 'False', 'RestaurantsTakeOut': 'True', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}"", 'NoiseLevel': ""u'average'"", 'Alcohol': ""u'none'"", 'RestaurantsGoodForGroups': 'True'}","Restaurants, Pizza",
DcepdH3MsMWD0hEc6FmDew,Ozzy's Pizza Shop II,5640 N 5th St,Philadelphia,PA,19120,40.0375249,-75.1305128,2.0,23,1,"{'HasTV': 'True', 'BikeParking': 'False', 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'GoodForKids': 'True', 'RestaurantsDelivery': 'True', 'Alcohol': ""u'none'"", 'DogsAllowed': 'False', 'BusinessAcceptsCreditCards': 'True', 'RestaurantsAttire': ""u'casual'"", 'Ambience': ""{'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': False, 'trendy': False, 'upscale': False, 'casual': False}"", 'BusinessAcceptsBitcoin': 'False', 'RestaurantsTakeOut': 'True', 'RestaurantsReservations': 'True', 'OutdoorSeating': 'False', 'Caters': 'True', 'RestaurantsTableService': 'True', 'RestaurantsGoodForGroups': 'True', 'RestaurantsPriceRange2': '1', 'WheelchairAccessible': 'True', 'WiFi': ""'no'""}","Pizza, Chicken Wings, Restaurants, Salad","{'Monday': '11:0-23:0', 'Tuesday': '11:0-23:0', 'Wednesday': '11:0-23:0', 'Thursday': '11:0-23:0', 'Friday': '11:0-0:0', 'Saturday': '11:0-0:0', 'Sunday': '11:0-22:0'}"
yHlMlOwgq65zWw84rLTxkw,WorldWide Beverage,508 E Green Ln,Philadelphia,PA,19128,40.0345613,-75.2155888,4.5,10,1,"{'RestaurantsTakeOut': 'False', 'RestaurantsPriceRange2': '2', 'BikeParking': 'True', 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'BusinessAcceptsCreditCards': 'True', 'Caters': 'False'}","Food, Beer, Wine & Spirits","{'Monday': '10:0-21:0', 'Tuesday': '10:0-21:0', 'Wednesday': '10:0-21:0', 'Thursday': '10:0-21:0', 'Friday': '10:0-22:0', 'Saturday': '10:0-22:0', 'Sunday': '10:0-18:0'}"
1M7b87GZXWOTjQTq3cxRBw,Betty's Speakeasy,2241 Grays Ferry Ave,Philadelphia,PA,19146,39.9448725,-75.1800695,4.0,54,0,"{'RestaurantsTakeOut': 'True', 'Caters': 'True', 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'GoodForKids': 'True', 'RestaurantsAttire': ""u'casual'"", 'OutdoorSeating': 'False', 'BusinessAcceptsCreditCards': 'True', 'Ambience': ""{'romantic': False, 'intimate': True, 'touristy': False, 'hipster': True, 'divey': False, 'classy': False, 'trendy': False, 'upscale': False, 'casual': True}"", 'Alcohol': ""u'none'"", 'RestaurantsReservations': 'False', 'RestaurantsGoodForGroups': 'False', 'RestaurantsDelivery': 'False', 'NoiseLevel': ""u'quiet'"", 'RestaurantsPriceRange2': '1', 'HasTV': 'False'}","Restaurants, Coffee & Tea, Desserts, Bakeries, Food, Sandwiches","{'Wednesday': '10:0-19:0', 'Thursday': '10:0-19:0', 'Friday': '10:0-19:0', 'Saturday': '9:0-19:0', 'Sunday': '9:0-17:0'}"
6u9NhxUW3Y8rhZ7BJGEcdg,Fink's Hoagies,132 S Eighth St,Philadelphia,PA,19107,39.9485218875,-75.154272936,4.5,20,0,"{'NoiseLevel': ""u'average'"", 'Alcohol': ""u'none'"", 'BusinessAcceptsCreditCards': 'True', 'HasTV': 'False', 'RestaurantsTakeOut': 'True', 'Caters': 'True', 'RestaurantsTableService': 'False', 'GoodForKids': 'True', 'RestaurantsAttire': ""'casual'"", 'RestaurantsReservations': 'False', 'BikeParking': 'True', 'WiFi': ""'no'"", 'RestaurantsPriceRange2': '1', 'RestaurantsGoodForGroups': 'False', 'OutdoorSeating': 'False', 'RestaurantsDelivery': 'True', 'Ambience': ""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}"", 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': False, 'brunch': False, 'breakfast': False}""}","Restaurants, Sandwiches","{'Monday': '10:0-16:0', 'Tuesday': '10:0-16:0', 'Wednesday': '10:0-16:0', 'Thursday': '10:0-16:0', 'Friday': '10:0-16:0'}"
jgi-7LWLzcGkPvqFryqI6A,Dunkin',7221 Torresdale Ave,Philadelphia,PA,19135,40.0296217,-75.035676,2.0,6,1,"{'BusinessAcceptsCreditCards': 'True', 'RestaurantsTakeOut': 'True', 'RestaurantsPriceRange2': '1', 'DriveThru': 'None', 'RestaurantsDelivery': 'True'}","Food, Restaurants, Sandwiches, Donuts, Coffee & Tea","{'Monday': '0:0-0:0', 'Tuesday': '0:0-0:0', 'Wednesday': '0:0-0:0', 'Thursday': '0:0-0:0', 'Friday': '0:0-0:0', 'Saturday': '0:0-0:0', 'Sunday': '0:0-0:0'}"
hxh1ongobphqXq30V13ukg,Bottle Bar East,1308 Frankford Ave,Philadelphia,PA,19125,39.970471,-75.134725,4.0,271,1,"{'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'Alcohol': ""u'full_bar'"", 'BusinessAcceptsCreditCards': 'True', 'RestaurantsAttire': ""u'casual'"", 'RestaurantsReservations': 'False', 'NoiseLevel': ""u'average'"", 'BikeParking': 'True', 'RestaurantsPriceRange2': '2', 'HappyHour': 'True', 'Caters': 'False', 'BestNights': ""{'monday': False, 'tuesday': False, 'friday': True, 'wednesday': True, 'thursday': False, 'sunday': False, 'saturday': True}"", 'GoodForKids': 'False', 'WiFi': ""u'free'"", 'RestaurantsDelivery': 'True', 'RestaurantsGoodForGroups': 'True', 'HasTV': 'True', 'RestaurantsTakeOut': 'True', 'GoodForMeal': ""{'dessert': False, 'latenight': True, 'lunch': True, 'dinner': True, 'brunch': False, 'breakfast': False}"", 'BYOB': 'False', 'Smoking': ""u'no'"", 'Music': 'None', 'Ambience': ""{'touristy': False, 'hipster': True, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': True}"", 'OutdoorSeating': 'True', 'WheelchairAccessible': 'True', 'RestaurantsTableService': 'False', 'CoatCheck': 'False'}","Food, Bars, American (Traditional), Nightlife, Gastropubs, Barbeque, Breakfast & Brunch, Restaurants, Pubs, Sports Bars, Beer, Wine & Spirits, Beer Bar","{'Monday': '16:0-0:0', 'Tuesday': '16:0-0:0', 'Wednesday': '16:0-0:0', 'Thursday': '16:0-0:0', 'Friday': '16:0-2:0', 'Saturday': '14:0-2:0', 'Sunday': '14:0-2:0'}"
Rx6d8NSWTdOt9Nd8QWjfZw,Two Street Cafe,901 Market St,Philadelphia,PA,19107,39.9517142,-75.1557198,3.5,7,1,"{'Alcohol': ""u'full_bar'"", 'RestaurantsTakeOut': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'GoodForKids': 'False', 'RestaurantsGoodForGroups': 'True', 'HasTV': 'True', 'RestaurantsPriceRange2': '1', 'NoiseLevel': ""u'quiet'"", 'RestaurantsReservations': 'False', 'RestaurantsAttire': ""u'casual'"", 'OutdoorSeating': 'False', 'RestaurantsDelivery': 'False', 'Caters': 'False', 'Ambience': ""{'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': False, 'trendy': False, 'upscale': False, 'casual': False}"", 'BusinessAcceptsCreditCards': 'True', 'WiFi': ""u'no'"", 'HappyHour': 'True'}",Restaurants,
WbZaYXT0RcWF4ABlI2h8mg,Saladworks at Shoprite,1575 N 52nd St,Philadelphia,PA,19131,39.97831827,-75.2232638491,3.5,6,1,"{'RestaurantsDelivery': 'True', 'RestaurantsTakeOut': 'True'}","Juice Bars & Smoothies, Food, Restaurants, Salad","{'Monday': '10:0-20:0', 'Tuesday': '10:0-20:0', 'Wednesday': '10:0-20:0', 'Thursday': '10:0-20:0', 'Friday': '10:0-20:0', 'Saturday': '10:0-20:0', 'Sunday': '10:0-20:0'}"
laXWQMgAW2kUfAH7Y-xH8w,Sarcone’s Bakery,758 S 9th St,Philadelphia,PA,19147,39.940123,-75.157842,4.5,120,1,"{'BikeParking': 'True', 'BusinessAcceptsCreditCards': 'False', 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'RestaurantsPriceRange2': '1', 'RestaurantsTakeOut': 'True', 'RestaurantsDelivery': 'True', 'Caters': 'True'}","Bakeries, Food, Restaurants","{'Tuesday': '7:30-15:30', 'Wednesday': '7:30-15:0', 'Thursday': '7:30-15:30', 'Friday': '7:30-16:0', 'Saturday': '7:30-15:0', 'Sunday': '7:30-13:0'}"
y4wHN6CBd0se-QNwMdSM0A,Qdoba Mexican Grill,1105 Walnut St,Philadelphia,PA,19107,39.9489469,-75.159238,3.0,17,0,"{'Alcohol': ""u'none'"", 'RestaurantsGoodForGroups': 'True', 'RestaurantsTakeOut': 'True', 'NoiseLevel': ""u'quiet'"", 'RestaurantsPriceRange2': '1', 'RestaurantsAttire': ""u'casual'"", 'HasTV': 'True', 'RestaurantsReservations': 'False', 'GoodForKids': 'True', 'WiFi': ""u'no'"", 'BusinessAcceptsCreditCards': 'True', 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'RestaurantsDelivery': 'False', 'OutdoorSeating': 'True', 'Ambience': ""{'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': False, 'trendy': False, 'upscale': False, 'casual': True}"", 'Caters': 'True'}","Mexican, Restaurants","{'Monday': '11:0-22:0', 'Tuesday': '11:0-22:0', 'Wednesday': '11:0-22:0', 'Thursday': '11:0-22:0', 'Friday': '11:0-22:0', 'Saturday': '11:0-22:0', 'Sunday': '11:0-22:0'}"
lkQP24RF-W7Hvb2WOPJWAw,Metropolitan Bakery,4013 Walnut St,Philadelphia,PA,19104,39.954332,-75.2033585,3.5,137,1,"{'OutdoorSeating': 'True', 'BusinessAcceptsCreditCards': 'True', 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'WiFi': ""u'free'"", 'BikeParking': 'True', 'RestaurantsTakeOut': 'True', 'RestaurantsPriceRange2': '2', 'Caters': 'True', 'WheelchairAccessible': 'True', 'DogsAllowed': 'False', 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': True, 'casual': False}"", 'NoiseLevel': ""u'average'"", 'ByAppointmentOnly': 'False', 'Alcohol': ""'none'"", 'RestaurantsDelivery': 'True'}","Bakeries, Food, Coffee & Tea, Restaurants, Breakfast & Brunch","{'Monday': '7:30-15:0', 'Tuesday': '7:30-15:0', 'Wednesday': '7:30-15:0', 'Thursday': '7:30-15:0', 'Friday': '7:30-15:0', 'Saturday': '8:0-15:0', 'Sunday': '8:0-15:0'}"
hrJYdX8ArjX7CwekX66e9A,Salvito's Pizza Palace,9045 Ashton Rd,Philadelphia,PA,19136,40.0624239,-75.0220275,3.5,54,1,"{'RestaurantsDelivery': 'True', 'OutdoorSeating': 'False', 'Caters': 'False', 'Alcohol': ""u'none'"", 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'RestaurantsTakeOut': 'True', 'HasTV': 'True', 'GoodForKids': 'True', 'NoiseLevel': ""u'average'"", 'RestaurantsPriceRange2': '1', 'WiFi': ""u'no'"", 'RestaurantsGoodForGroups': 'True', 'RestaurantsReservations': 'False', 'RestaurantsAttire': ""u'casual'"", 'BusinessAcceptsCreditCards': 'True', 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': True}""}","Steakhouses, Restaurants, Pizza, Sandwiches","{'Monday': '11:0-23:0', 'Tuesday': '11:0-23:0', 'Wednesday': '11:0-23:0', 'Thursday': '11:0-23:0', 'Friday': '11:0-0:0', 'Saturday': '11:0-0:0', 'Sunday': '11:0-23:0'}"
vFDGCmR5iH34PdoBhTYh_A,J&P Seafood,4820 Spruce St,Philadelphia,PA,19139,39.9536285,-75.2189512,3.0,50,1,"{'Alcohol': ""u'none'"", 'RestaurantsPriceRange2': '2', 'GoodForKids': 'True', 'Caters': 'True', 'RestaurantsTakeOut': 'True', 'BusinessAcceptsCreditCards': 'True', 'RestaurantsGoodForGroups': 'True', 'WiFi': ""u'free'"", 'RestaurantsDelivery': 'True', 'BikeParking': 'True', 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'RestaurantsAttire': ""u'casual'"", 'RestaurantsReservations': 'False', 'Ambience': ""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}"", 'NoiseLevel': ""u'very_loud'"", 'HasTV': 'True', 'OutdoorSeating': 'True'}","Specialty Food, Grocery, Desserts, Food, Fruits & Veggies, Restaurants, Delis, Seafood, Salad","{'Monday': '11:0-23:30', 'Tuesday': '11:0-23:30', 'Wednesday': '11:0-23:30', 'Thursday': '11:0-23:30', 'Friday': '11:0-23:30', 'Saturday': '11:0-23:30', 'Sunday': '12:0-22:30'}"
pW5DXTpKnw3y0fopipbJVg,Landmark Americana Tap & Grill - University City,3333 Market St,Philadelphia,PA,19104,39.9559586568,-75.1906506718,3.0,394,1,"{'BusinessAcceptsCreditCards': 'True', 'RestaurantsPriceRange2': '2', 'HasTV': 'True', 'Alcohol': ""u'full_bar'"", 'RestaurantsReservations': 'True', 'RestaurantsAttire': ""u'casual'"", 'RestaurantsTakeOut': 'True', 'OutdoorSeating': 'True', 'BikeParking': 'True', 'RestaurantsGoodForGroups': 'True', 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'Caters': 'False', 'WiFi': ""u'free'"", 'NoiseLevel': ""u'average'"", 'Music': ""{'dj': False, 'background_music': False, 'no_music': False, 'jukebox': False, 'live': False, 'video': False, 'karaoke': False}"", 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': None, 'upscale': False, 'classy': False, 'casual': True}"", 'GoodForKids': 'True', 'GoodForMeal': ""{'dessert': None, 'latenight': None, 'lunch': None, 'dinner': True, 'brunch': False, 'breakfast': False}"", 'RestaurantsDelivery': 'True', 'BestNights': ""{'monday': False, 'tuesday': True, 'friday': False, 'wednesday': False, 'thursday': True, 'sunday': False, 'saturday': True}""}","American (New), Sports Bars, Bars, Restaurants, Nightlife","{'Monday': '11:0-2:0', 'Tuesday': '11:0-2:0', 'Wednesday': '11:0-2:0', 'Thursday': '11:0-2:0', 'Friday': '11:0-2:0', 'Saturday': '11:0-2:0', 'Sunday': '11:0-2:0'}"
ex8RrhAhVVexndFhmNfG1Q,Wokworks,1935 Chestnut St,Philadelphia,PA,19103,39.9522011,-75.1731727,4.0,213,0,"{'RestaurantsAttire': ""u'casual'"", 'RestaurantsDelivery': 'True', 'BikeParking': 'True', 'NoiseLevel': ""u'average'"", 'Alcohol': ""u'none'"", 'RestaurantsTakeOut': 'True', 'BusinessAcceptsCreditCards': 'True', 'Caters': 'True', 'Ambience': ""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}"", 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'OutdoorSeating': 'True', 'RestaurantsReservations': 'None', 'RestaurantsPriceRange2': '2', 'WiFi': ""u'free'"", 'RestaurantsGoodForGroups': 'True', 'HasTV': 'True', 'DriveThru': 'False', 'GoodForKids': 'True', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'brunch': False, 'breakfast': False}""}","Restaurants, Food, Specialty Food, Fast Food, Asian Fusion, Chinese","{'Monday': '0:0-0:0', 'Tuesday': '11:30-20:0', 'Wednesday': '11:30-20:0', 'Thursday': '11:30-20:0', 'Friday': '11:30-20:0'}"
v61wRXqmrsBjoJrKkIHj9g,Brick and Mortar,315 N 12th St,Philadelphia,PA,19107,39.9577723662,-75.1584718344,4.0,132,0,"{'RestaurantsPriceRange2': '2', 'HasTV': 'True', 'BusinessAcceptsBitcoin': 'False', 'RestaurantsGoodForGroups': 'True', 'GoodForKids': 'False', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': True, 'brunch': False, 'breakfast': False}"", 'BusinessParking': ""{'garage': True, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'BusinessAcceptsCreditCards': 'True', 'CoatCheck': 'True', 'Ambience': ""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}"", 'Music': ""{'dj': False}"", 'RestaurantsReservations': 'True', 'Smoking': ""u'no'"", 'RestaurantsAttire': ""'casual'"", 'BestNights': ""{'monday': False, 'tuesday': False, 'friday': True, 'wednesday': False, 'thursday': True, 'sunday': False, 'saturday': True}"", 'HappyHour': 'True', 'GoodForDancing': 'False', 'Alcohol': ""u'full_bar'"", 'WiFi': ""u'free'"", 'WheelchairAccessible': 'True', 'RestaurantsTableService': 'True', 'BikeParking': 'True', 'RestaurantsTakeOut': 'True', 'DogsAllowed': 'False', 'NoiseLevel': ""u'average'"", 'RestaurantsDelivery': 'True', 'Caters': 'True', 'OutdoorSeating': 'True'}","Bars, Beer Bar, Cocktail Bars, Restaurants, Nightlife, American (Traditional), Sandwiches","{'Monday': '17:0-23:0', 'Tuesday': '17:0-23:0', 'Wednesday': '17:0-23:0', 'Thursday': '17:0-0:0', 'Friday': '16:0-2:0', 'Saturday': '11:0-2:0', 'Sunday': '11:0-21:0'}"
W49fAQGBt9IgduhvqqRQ4Q,Cafe L'Aube,1631 Wallace St,Philadelphia,PA,19130,39.9658632,-75.1655485,4.0,120,0,"{'OutdoorSeating': 'True', 'RestaurantsPriceRange2': '2', 'WiFi': ""u'free'"", 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'NoiseLevel': ""u'quiet'"", 'HasTV': 'False', 'RestaurantsReservations': 'False', 'RestaurantsDelivery': 'False', 'RestaurantsTakeOut': 'True', 'BikeParking': 'True', 'Alcohol': ""u'none'"", 'RestaurantsAttire': ""u'casual'"", 'Caters': 'False', 'GoodForKids': 'True', 'BusinessAcceptsCreditCards': 'True', 'RestaurantsGoodForGroups': 'True', 'Ambience': ""{'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': False, 'trendy': False, 'upscale': False, 'casual': True}""}","Restaurants, Food, Coffee & Tea, Creperies, French",
3tR1GRfd-0moZ8F-L6MGaA,Hilltown Tavern - Fairmount,795 N 24th St,Philadelphia,PA,19130,39.9697986,-75.1763008,3.0,25,1,"{'Smoking': ""u'outdoor'"", 'BikeParking': 'True', 'RestaurantsTakeOut': 'True', 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'BYOB': 'False', 'WiFi': ""u'free'"", 'Corkage': 'False', 'OutdoorSeating': 'True', 'BusinessAcceptsCreditCards': 'True', 'DogsAllowed': 'True', 'WheelchairAccessible': 'True', 'Alcohol': ""u'full_bar'"", 'RestaurantsDelivery': 'True', 'HasTV': 'True', 'CoatCheck': 'False', 'RestaurantsTableService': 'True', 'Caters': 'False', 'HappyHour': 'True'}","Breakfast & Brunch, Burgers, Restaurants, Sports Bars, Pubs, Bars, Nightlife","{'Monday': '0:0-0:0', 'Tuesday': '12:0-22:0', 'Wednesday': '12:0-22:0', 'Thursday': '15:0-19:0', 'Friday': '12:0-23:0', 'Saturday': '12:0-23:0', 'Sunday': '12:0-22:0'}"
5WF3593by2u-aE_WaM7_Mw,Tea Leaf,51 N 12th St,Philadelphia,PA,19107,39.95333,-75.15917,4.5,22,1,"{'RestaurantsPriceRange2': '1', 'BikeParking': 'True', 'BusinessParking': ""{'garage': True, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'BusinessAcceptsCreditCards': 'True', 'WiFi': ""u'free'"", 'RestaurantsTakeOut': 'True', 'OutdoorSeating': 'False', 'Caters': 'False', 'HappyHour': 'False', 'RestaurantsDelivery': 'True', 'WheelchairAccessible': 'True'}","Coffee & Tea, Restaurants, Food","{'Monday': '8:0-18:0', 'Tuesday': '8:0-18:0', 'Wednesday': '8:0-18:0', 'Thursday': '8:0-18:0', 'Friday': '8:0-18:0', 'Saturday': '8:0-18:0'}"
fixjFaCYK2yDz5F-L2ASeg,Muscle Maker Grill,2550 Grant Ave,Philadelphia,PA,19114,40.078208,-75.02719,2.5,92,1,"{'BikeParking': 'True', 'Caters': 'True', 'Ambience': ""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}"", 'WiFi': ""'free'"", 'NoiseLevel': ""u'average'"", 'BusinessAcceptsCreditCards': 'True', 'RestaurantsPriceRange2': '2', 'RestaurantsTakeOut': 'True', 'HasTV': 'True', 'RestaurantsDelivery': 'True', 'GoodForKids': 'True', 'RestaurantsAttire': ""u'casual'"", 'Alcohol': ""u'none'"", 'RestaurantsReservations': 'False', 'RestaurantsGoodForGroups': 'True', 'OutdoorSeating': 'False', 'BusinessParking': ""{'garage': False, 'street': None, 'validated': False, 'lot': True, 'valet': False}"", 'RestaurantsTableService': 'True', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'brunch': False, 'breakfast': False}""}","Food, American (New), Salad, Juice Bars & Smoothies, Wraps, Restaurants","{'Monday': '11:0-21:0', 'Tuesday': '11:0-21:0', 'Wednesday': '11:0-21:0', 'Thursday': '11:0-21:0', 'Friday': '11:0-21:0', 'Saturday': '11:0-21:0', 'Sunday': '11:0-21:0'}"
3RwqdIWmBgKF3HpKSlHNSg,Café Loftus Downtown,136 S 15th St,Philadelphia,PA,19102,39.9499336,-75.1658793,3.5,45,0,"{'NoiseLevel': ""u'average'"", 'RestaurantsTakeOut': 'True', 'Alcohol': ""u'none'"", 'BusinessAcceptsCreditCards': 'True', 'Ambience': ""{'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': False, 'trendy': False, 'casual': False}"", 'HasTV': 'False', 'RestaurantsGoodForGroups': 'False', 'Caters': 'False', 'OutdoorSeating': 'True', 'GoodForKids': 'False', 'WiFi': ""'free'"", 'RestaurantsDelivery': 'False', 'RestaurantsPriceRange2': '1', 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'RestaurantsAttire': ""u'casual'"", 'RestaurantsReservations': 'False'}","Coffee & Tea, Sandwiches, Food, Restaurants",
7UQaMpHSixAe2e3uebyn3Q,Wise Fries Burger & Pies,1717 S 2nd St,Philadelphia,PA,19148,39.9262078,-75.1493364,2.5,11,0,"{'RestaurantsReservations': 'False', 'RestaurantsTakeOut': 'True', 'RestaurantsGoodForGroups': 'True', 'BusinessAcceptsCreditCards': 'True', 'Ambience': ""{'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': False, 'trendy': False, 'upscale': False, 'casual': False}"", 'OutdoorSeating': 'False', 'Alcohol': ""u'none'"", 'RestaurantsDelivery': 'True', 'WiFi': ""u'no'"", 'RestaurantsAttire': ""u'casual'"", 'GoodForKids': 'True', 'RestaurantsPriceRange2': '2'}","Restaurants, Fast Food, Burgers",
