business_id,name,address,city,state,postal_code,latitude,longitude,restaurant_stars,review_count,is_open,attributes,categories,hours,review_id,user_id,useful,funny,cool,text,date,topic_0,topic_1,topic_2,topic_3,topic_4,topic_5
GFBuCSY2jMRzg-E7Zhg1SA,Don Panchito Mexican Grill,3180 Grant Ave,Philadelphia,PA,19114,40.0693548,-75.0084942,4.0,82,1,"{'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': True, 'valet': False}"", 'RestaurantsReservations': 'True', 'DogsAllowed': 'True', 'BusinessAcceptsCreditCards': 'True', 'BYOB': 'True', 'BikeParking': 'True', 'Ambience': ""{'touristy': None, 'hipster': True, 'romantic': True, 'divey': None, 'intimate': True, 'trendy': True, 'upscale': None, 'classy': None, 'casual': True}"", 'WheelchairAccessible': 'True', 'RestaurantsPriceRange2': '2', 'HasTV': 'True', 'BusinessAcceptsBitcoin': 'False', 'RestaurantsDelivery': 'True', 'WiFi': ""u'free'"", 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}"", 'OutdoorSeating': 'True', 'DriveThru': 'True', 'Caters': 'True', 'RestaurantsTableService': 'True', 'HappyHour': 'True', 'RestaurantsGoodForGroups': 'True', 'RestaurantsTakeOut': 'True', 'Alcohol': ""u'none'""}","Halal, Restaurants, Mexican, Steakhouses","{'Monday': '0:0-0:0', 'Tuesday': '11:0-22:0', 'Wednesday': '11:0-22:0', 'Thursday': '11:0-22:0', 'Friday': '11:0-3:0', 'Saturday': '11:0-3:0', 'Sunday': '11:0-21:0'}",,,,,,,,5.862627308392673,13.757030763597973,29.009833540965108,21.623018946966468,8.275205532202138,11.47228390787562
P1DkSlegzHKdxJAXe0QevA,Kumo Hibachi Sushi,17 S 43rd St,Philadelphia,PA,19104,39.9571569052,-75.208009522,3.5,39,1,"{'Ambience': ""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}"", 'RestaurantsReservations': 'False', 'GoodForKids': 'True', 'BikeParking': 'True', 'RestaurantsAttire': ""u'casual'"", 'BusinessAcceptsCreditCards': 'True', 'RestaurantsTableService': 'False', 'OutdoorSeating': 'False', 'RestaurantsPriceRange2': '2', 'RestaurantsTakeOut': 'True', 'Alcohol': ""u'none'"", 'HasTV': 'True', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}"", 'RestaurantsGoodForGroups': 'True', 'WiFi': ""u'no'"", 'RestaurantsDelivery': 'True'}","Restaurants, Food Delivery Services, Food, Sushi Bars","{'Monday': '11:0-22:0', 'Tuesday': '11:0-22:0', 'Wednesday': '11:0-22:0', 'Thursday': '11:0-22:0', 'Friday': '11:0-23:0', 'Saturday': '11:0-23:0', 'Sunday': '12:0-22:0'}",,,,,,,,0.6063211103574964,4.1886354759560245,4.040396750836555,4.723111366034916,0.7206982752501765,1.7208370215648277
tJPaPZwRqFmDSEc8VEx9hA,Cosi,2955 Market St,Philadelphia,PA,19104,39.95572,-75.1819072,2.0,70,0,"{'RestaurantsGoodForGroups': 'True', 'RestaurantsPriceRange2': '1', 'RestaurantsDelivery': 'False', 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'RestaurantsTakeOut': 'True', 'RestaurantsReservations': 'False', 'WiFi': ""u'free'"", 'GoodForKids': 'True', 'RestaurantsAttire': ""u'casual'"", 'HasTV': 'False', 'NoiseLevel': ""u'average'"", 'Caters': 'True', 'Ambience': ""{'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': False, 'trendy': False, 'upscale': False, 'casual': True}"", 'OutdoorSeating': 'False', 'Alcohol': ""u'none'"", 'BusinessAcceptsCreditCards': 'True', 'BikeParking': 'True', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': False, 'brunch': False, 'breakfast': True}""}","Food, Sandwiches, Restaurants, Coffee & Tea, Salad","{'Monday': '5:0-0:0', 'Tuesday': '5:0-0:0', 'Wednesday': '5:0-0:0', 'Thursday': '5:0-0:0', 'Friday': '5:0-0:0', 'Saturday': '6:0-0:0', 'Sunday': '6:0-0:0'}",,,,,,,,0.2328033071083195,0.636284612044811,0.1825470355739753,0.2308157144836007,-0.893371912501988,0.6109212432912816
TxJ_LSVVkRqSrIJYlY9P-Q,KFC,6114 Lancaster Ave,Philadelphia,PA,19151,39.9832925286,-75.243818,1.5,9,1,"{'Caters': 'True', 'WiFi': ""'free'"", 'RestaurantsPriceRange2': '1', 'RestaurantsTakeOut': 'True', 'RestaurantsDelivery': 'True', 'BusinessAcceptsCreditCards': 'True', 'DriveThru': 'True'}","Fast Food, Chicken Wings, Chicken Shop, Restaurants","{'Monday': '10:30-22:0', 'Tuesday': '10:30-22:0', 'Wednesday': '10:30-22:0', 'Thursday': '10:30-22:0', 'Friday': '10:30-23:0', 'Saturday': '10:30-23:0', 'Sunday': '10:30-22:0'}",,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0
O3XiguiWmlOWR72KerRoDA,Hale & True,613 S 7th St,Philadelphia,PA,19147,39.9416368379,-75.1538993418,4.5,60,1,"{'DogsAllowed': 'False', 'Caters': 'False', 'BusinessAcceptsCreditCards': 'True', 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'RestaurantsTakeOut': 'True', 'WheelchairAccessible': 'True', 'BikeParking': 'True', 'RestaurantsPriceRange2': '2'}","Cideries, Food, Bars, Beer, Wine & Spirits, Nightlife, Beer Bar, Kombucha, Cocktail Bars","{'Monday': '0:0-0:0', 'Wednesday': '17:0-22:0', 'Thursday': '17:0-22:0', 'Friday': '17:0-23:0', 'Saturday': '12:0-23:0', 'Sunday': '12:0-20:0'}",,,,,,,,5.371843787927418,7.632979824309993,24.21513729384469,21.62583298502412,5.573577778774495,3.5806283301192643
2OWEnB1sbh9xpjYxu9tcJw,Arby's,577 Franklin Mills Cir,Philadelphia,PA,19154,40.0898672,-74.9641437,2.5,6,1,"{'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}"", 'RestaurantsAttire': ""'casual'"", 'RestaurantsTakeOut': 'True', 'RestaurantsGoodForGroups': 'True', 'RestaurantsReservations': 'False', 'GoodForKids': 'True', 'BusinessAcceptsCreditCards': 'True', 'Alcohol': ""u'none'"", 'RestaurantsDelivery': 'True', 'RestaurantsPriceRange2': '1', 'DriveThru': 'True'}","Restaurants, Sandwiches, Fast Food, Salad",,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0
PKrOUk8IXuiRWN-z6uR_xw,Village Bar and Kitchen,705 S 5th St,Philadelphia,PA,19147,39.9400552,-75.1509519,4.5,22,0,"{'Music': ""{'dj': False, 'background_music': False, 'no_music': False, 'jukebox': False, 'live': False, 'video': False, 'karaoke': False}"", 'DogsAllowed': 'False', 'RestaurantsTableService': 'True', 'RestaurantsTakeOut': 'True', 'Alcohol': ""u'full_bar'"", 'OutdoorSeating': 'True', 'WheelchairAccessible': 'True', 'RestaurantsReservations': 'True', 'BusinessAcceptsCreditCards': 'True', 'BikeParking': 'True', 'RestaurantsDelivery': 'False', 'Smoking': ""u'no'"", 'CoatCheck': 'False', 'WiFi': ""u'no'"", 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': False}"", 'HasTV': 'True', 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'BusinessAcceptsBitcoin': 'False', 'Caters': 'True'}","Restaurants, Cocktail Bars, Nightlife, Salad, American (New), Bars, Wine Bars","{'Monday': '11:0-21:0', 'Tuesday': '11:0-21:0', 'Wednesday': '11:0-21:0', 'Thursday': '11:0-22:0', 'Friday': '11:0-22:0', 'Saturday': '10:0-22:0', 'Sunday': '10:0-20:0'}",,,,,,,,2.0804890177060877,5.008637702276173,4.118277882445666,5.711441021385621,1.2517331579103108,6.829421218276135
ceSjm0nHamTmAd1tWcuDhw,Bread & Butter Philly - Breakfast Junction,1517 E Wadsworth Ave,Philadelphia,PA,19150,40.0797906,-75.1736235982,4.5,22,1,"{'RestaurantsPriceRange2': '1', 'RestaurantsTableService': 'True', 'HasTV': 'True', 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': False}"", 'BusinessAcceptsCreditCards': 'True', 'RestaurantsReservations': 'True', 'RestaurantsTakeOut': 'True', 'WiFi': ""u'no'"", 'HappyHour': 'True', 'RestaurantsGoodForGroups': 'True', 'RestaurantsAttire': ""'casual'"", 'NoiseLevel': ""'average'"", 'GoodForKids': 'True', 'OutdoorSeating': 'False', 'Alcohol': ""u'none'"", 'RestaurantsDelivery': 'None', 'DogsAllowed': 'False', 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'WheelchairAccessible': 'True'}","Food, American (Traditional), Breakfast & Brunch, Juice Bars & Smoothies, Restaurants","{'Monday': '6:0-15:0', 'Tuesday': '6:0-15:0', 'Wednesday': '6:0-15:0', 'Thursday': '6:0-15:0', 'Friday': '6:0-15:0', 'Saturday': '6:0-15:0', 'Sunday': '7:0-15:0'}",,,,,,,,0.2346493088441792,0.8279968042385983,5.15767738488508,0.3099269855639279,0.2030962601513135,3.266653256316898
4S_yN5o0EvXvV6GNvesTKw,Sister Muhammad's Kitchen,4441 Germantown Ave,Philadelphia,PA,19140,40.022826208,-75.1590914279,4.0,126,1,"{'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'WiFi': ""u'free'"", 'WheelchairAccessible': 'True', 'DogsAllowed': 'False', 'RestaurantsGoodForGroups': 'True', 'HasTV': 'True', 'BikeParking': 'False', 'Caters': 'True', 'GoodForKids': 'True', 'RestaurantsAttire': ""'casual'"", 'NoiseLevel': ""'quiet'"", 'RestaurantsTakeOut': 'True', 'RestaurantsTableService': 'False', 'BusinessAcceptsCreditCards': 'True', 'OutdoorSeating': 'False', 'RestaurantsDelivery': 'True', 'RestaurantsPriceRange2': '2', 'GoodForMeal': ""{'dessert': None, 'latenight': None, 'lunch': True, 'dinner': True, 'brunch': False, 'breakfast': None}"", 'Alcohol': ""'none'"", 'RestaurantsReservations': 'False', 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': True}""}","Restaurants, Halal, American (Traditional), Bakeries, Food, Soul Food","{'Monday': '11:0-20:0', 'Tuesday': '11:0-20:0', 'Wednesday': '11:0-20:0', 'Thursday': '11:0-21:0', 'Friday': '11:0-22:0', 'Saturday': '11:0-22:0', 'Sunday': '11:0-20:0'}",,,,,,,,0.7599136658276695,13.841816790390626,16.400756135572408,5.840818808156596,3.6786022279793062,12.478092372073386
U09S6VSTWCKteCDa72Td7Q,Watami Sushi & Hibachi,"11000 Roosevelt Blvd, Ste 154",Philadelphia,PA,19116,40.103147,-75.0102491,4.5,22,0,"{'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': True, 'divey': False, 'intimate': False, 'trendy': True, 'upscale': False, 'classy': True, 'casual': True}"", 'BusinessAcceptsCreditCards': 'True', 'Caters': 'True', 'BikeParking': 'False', 'Alcohol': ""u'none'"", 'RestaurantsAttire': ""'casual'"", 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': False, 'brunch': True, 'breakfast': False}"", 'RestaurantsGoodForGroups': 'True', 'GoodForKids': 'True', 'RestaurantsDelivery': 'True', 'HasTV': 'True', 'OutdoorSeating': 'False', 'NoiseLevel': ""'very_loud'"", 'RestaurantsReservations': 'True', 'RestaurantsPriceRange2': '2', 'WiFi': ""u'free'"", 'WheelchairAccessible': 'True', 'RestaurantsTableService': 'True', 'RestaurantsTakeOut': 'True'}","Restaurants, Japanese, Sushi Bars, Soup, Seafood","{'Monday': '0:0-0:0', 'Tuesday': '11:0-22:0', 'Wednesday': '11:0-22:0', 'Thursday': '11:0-22:0', 'Friday': '11:0-23:0', 'Saturday': '12:0-23:0', 'Sunday': '12:0-17:0'}",,,,,,,,0.9556688562169,15.949282947705749,12.949443978150766,17.42346215300517,2.2131090383995384,7.509033026521872
Hv8nT4XiAvIW4PEwBvykPg,Roula's Pizza,6200 Germantown Ave,Philadelphia,PA,19144,40.042051,-75.1802359,2.5,7,0,"{'Corkage': 'False', 'RestaurantsDelivery': 'True', 'RestaurantsPriceRange2': '1', 'BYOBCorkage': ""'yes_free'"", 'RestaurantsAttire': ""'casual'"", 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'NoiseLevel': ""u'quiet'"", 'BusinessAcceptsCreditCards': 'True', 'OutdoorSeating': 'False', 'RestaurantsGoodForGroups': 'False', 'Ambience': ""{'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': False, 'trendy': False, 'upscale': False, 'casual': False}"", 'RestaurantsTakeOut': 'True', 'Alcohol': ""u'none'"", 'GoodForKids': 'True', 'RestaurantsReservations': 'False'}","Pizza, Restaurants",,,,,,,,,-0.1566136164787896,0.0985573983418212,-0.3400071236962411,-0.0100054554935017,-0.581783274665826,-0.0101479280074623
1_BzX6o0O6w_9yx9NczMrg,Wawa,6701 Ridge Ave,Philadelphia,PA,19128,40.0403385055,-75.2234230242,3.5,48,1,"{'RestaurantsReservations': 'False', 'Alcohol': ""u'none'"", 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'BikeParking': 'True', 'RestaurantsGoodForGroups': 'False', 'RestaurantsPriceRange2': '1', 'NoiseLevel': ""u'average'"", 'Ambience': ""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}"", 'GoodForKids': 'True', 'RestaurantsAttire': ""u'casual'"", 'OutdoorSeating': 'False', 'BusinessAcceptsCreditCards': 'True', 'RestaurantsTakeOut': 'True', 'Caters': 'True', 'HasTV': 'True', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': True}"", 'RestaurantsDelivery': 'True', 'WiFi': ""u'free'""}","Food, Restaurants, Delis, Convenience Stores, Sandwiches, Coffee & Tea","{'Monday': '0:0-0:0', 'Tuesday': '0:0-0:0', 'Wednesday': '0:0-0:0', 'Thursday': '0:0-0:0', 'Friday': '0:0-0:0', 'Saturday': '0:0-0:0', 'Sunday': '0:0-0:0'}",,,,,,,,1.1610133423764275,1.933926879249963,10.820076424194164,1.227905243933126,0.3467854779241389,0.5102926323221776
rxqcQ3fMMFsmKFo3EsBnEQ,Cousin’s Supermarket,1900 N 5th St,Philadelphia,PA,19122,39.9802158,-75.1431111,3.5,39,1,"{'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'RestaurantsTakeOut': 'False', 'RestaurantsPriceRange2': '1', 'BikeParking': 'True', 'BusinessAcceptsCreditCards': 'True', 'WheelchairAccessible': 'True', 'RestaurantsDelivery': 'True'}","Food, Grocery","{'Monday': '8:0-21:0', 'Tuesday': '8:0-21:0', 'Wednesday': '8:0-21:0', 'Thursday': '8:0-21:0', 'Friday': '8:0-21:0', 'Saturday': '8:0-21:0', 'Sunday': '8:0-18:0'}",,,,,,,,-0.9605793117039836,2.5653106109759407,6.0906127038418525,-1.4280980155975374,1.465128743214538,8.267625269269189
1ZOyc39cRMNmEFvTOvQ_Uw,New Ben City Supermarket,5520 Whitaker Ave,Philadelphia,PA,19124,40.035518,-75.100398,2.0,11,1,"{'BusinessAcceptsCreditCards': 'True', 'RestaurantsPriceRange2': '2', 'Caters': 'False', 'BikeParking': 'True', 'RestaurantsTakeOut': 'True', 'BusinessParking': ""{u'valet': False, u'garage': None, u'street': None, u'lot': True, u'validated': False}""}","Food, Grocery","{'Monday': '10:0-20:0', 'Tuesday': '10:0-20:0', 'Wednesday': '10:0-20:0', 'Thursday': '10:0-20:0', 'Friday': '10:0-20:0', 'Saturday': '10:0-20:30', 'Sunday': '10:0-20:0'}",,,,,,,,0.1061626276793493,1.3698314402705174,1.669936564444578,0.2958520160285462,1.807326684973002,0.7508906666040046
H4t7YAtaDQ8bKOW452zSaA,Kopi Latte,530 E Girard Ave,Philadelphia,PA,19125,39.9709602,-75.1274537,4.5,59,0,"{'GoodForKids': 'True', 'BusinessAcceptsCreditCards': 'True', 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': True}"", 'BikeParking': 'True', 'RestaurantsTableService': 'False', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': False, 'brunch': True, 'breakfast': True}"", 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'RestaurantsDelivery': 'True', 'NoiseLevel': ""u'quiet'"", 'WiFi': ""u'free'"", 'RestaurantsGoodForGroups': 'True', 'Caters': 'True', 'OutdoorSeating': 'True', 'RestaurantsAttire': ""'casual'"", 'RestaurantsReservations': 'False', 'RestaurantsPriceRange2': '1', 'Alcohol': ""u'none'"", 'HasTV': 'True', 'RestaurantsTakeOut': 'True'}","Food, Coffee & Tea, Breakfast & Brunch, Cafes, Restaurants","{'Monday': '0:0-0:0', 'Tuesday': '8:0-14:0', 'Wednesday': '8:0-14:0', 'Thursday': '8:0-14:0', 'Friday': '8:0-14:0', 'Saturday': '8:0-14:0', 'Sunday': '8:0-14:0'}",,,,,,,,0.7077161488313182,1.1080049949714943,5.224234059777449,5.611542132091516,1.7880171416513726,3.5604855226768444
rz_an69uzlVtRzkRSMqrsw,China House,7141 Ogontz Ave,Philadelphia,PA,19138,40.0631649,-75.1519159,2.5,14,1,"{'RestaurantsDelivery': 'True', 'HasTV': 'True', 'RestaurantsPriceRange2': '2', 'BusinessAcceptsCreditCards': 'True', 'RestaurantsAttire': ""u'casual'"", 'Ambience': ""{'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': False, 'trendy': False, 'upscale': False, 'casual': False}"", 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'RestaurantsGoodForGroups': 'False', 'BikeParking': 'True', 'GoodForKids': 'True', 'RestaurantsReservations': 'False', 'RestaurantsTakeOut': 'True'}","Chinese, Restaurants",,,,,,,,,0.0902483638811384,0.1835530353199402,-1.49328097515656,1.4679161121312718,-0.0112353516272534,-0.2372011845485356
IAyHcNx5IHoLf3V4dlgFCw,Pagoda Noodle Cafe,125 Sansom Walkway,Philadelphia,PA,19106,39.9474496788,-75.1439342278,3.0,100,0,"{'RestaurantsTakeOut': 'True', 'RestaurantsAttire': ""'casual'"", 'RestaurantsPriceRange2': '2', 'RestaurantsGoodForGroups': 'True', 'Ambience': ""{'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': False, 'trendy': False, 'upscale': False, 'casual': True}"", 'BusinessAcceptsCreditCards': 'True', 'BYOBCorkage': ""'no'"", 'WiFi': ""u'no'"", 'HasTV': 'False', 'Caters': 'True', 'NoiseLevel': ""u'quiet'"", 'GoodForKids': 'True', 'Alcohol': ""'full_bar'"", 'BikeParking': 'True', 'RestaurantsDelivery': 'True', 'OutdoorSeating': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'brunch': False, 'breakfast': False}"", 'RestaurantsReservations': 'True', 'RestaurantsTableService': 'True', 'WheelchairAccessible': 'True'}","Restaurants, Food, Specialty Food, Chinese","{'Monday': '11:0-22:0', 'Tuesday': '11:0-22:0', 'Wednesday': '11:0-22:0', 'Thursday': '11:0-22:0', 'Friday': '11:0-23:0', 'Saturday': '11:0-23:0', 'Sunday': '12:0-22:0'}",,,,,,,,0.415005994861191,11.818213222277397,7.952070174120347,4.147319057926433,1.014026658026181,3.653364892788447
mDplRQe0GajH76EzHJhucQ,New Lee's Chinese Restaurant,9220 Ashton Rd,Philadelphia,PA,19114,40.0643495083,-75.021128657,3.0,12,1,"{'OutdoorSeating': 'False', 'RestaurantsDelivery': 'True', 'RestaurantsGoodForGroups': 'False', 'RestaurantsTakeOut': 'True', 'BusinessAcceptsCreditCards': 'True', 'GoodForKids': 'True', 'RestaurantsReservations': 'False', 'RestaurantsAttire': ""'casual'"", 'Alcohol': ""'none'"", 'RestaurantsPriceRange2': '4', 'WiFi': ""'no'"", 'HasTV': 'True'}","Chinese, Restaurants","{'Monday': '10:30-22:30', 'Tuesday': '10:30-22:30', 'Wednesday': '10:30-22:30', 'Thursday': '10:30-22:30', 'Friday': '10:30-23:30', 'Saturday': '10:30-23:30', 'Sunday': '12:0-22:30'}",,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0
Q-prSTdggNlxAEFV88BZOw,Tria Cafe Wash West,1137 Spruce St,Philadelphia,PA,19107,39.9466238,-75.1609139,4.5,770,1,"{'Caters': 'False', 'WiFi': ""u'free'"", 'BusinessAcceptsCreditCards': 'True', 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'RestaurantsAttire': ""'casual'"", 'OutdoorSeating': 'True', 'BikeParking': 'True', 'Alcohol': ""'beer_and_wine'"", 'GoodForKids': 'False', 'RestaurantsPriceRange2': '2', 'NoiseLevel': ""u'average'"", 'BestNights': ""{'monday': False, 'tuesday': False, 'friday': True, 'wednesday': False, 'thursday': False, 'sunday': True, 'saturday': True}"", 'GoodForDancing': 'False', 'HasTV': 'False', 'WheelchairAccessible': 'False', 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': True, 'upscale': False, 'classy': True, 'casual': False}"", 'DogsAllowed': 'True', 'RestaurantsGoodForGroups': 'True', 'GoodForMeal': ""{'dessert': None, 'latenight': None, 'lunch': None, 'dinner': True, 'brunch': False, 'breakfast': False}"", 'ByAppointmentOnly': 'False', 'HappyHour': 'False', 'BusinessAcceptsBitcoin': 'False', 'CoatCheck': 'True', 'Smoking': ""u'no'"", 'RestaurantsTakeOut': 'True', 'Music': ""{'dj': False, 'background_music': False, 'no_music': False, 'jukebox': False, 'live': False, 'video': False, 'karaoke': False}"", 'RestaurantsReservations': 'True', 'RestaurantsDelivery': 'True', 'RestaurantsTableService': 'True'}","Beer, Wine & Spirits, Wine Bars, Modern European, American (New), Cheese Shops, Specialty Food, Food, Restaurants, Bars, Nightlife","{'Monday': '0:0-0:0', 'Tuesday': '16:0-21:0', 'Wednesday': '16:0-21:0', 'Thursday': '16:0-21:0', 'Friday': '16:0-22:0', 'Saturday': '14:0-20:0', 'Sunday': '14:0-20:0'}",,,,,,,,42.6379068872598,75.97163862932693,91.64501207856074,118.72229080908564,32.65919914783939,56.3639524479274
5FuQbcHTF_I7PWJzhCMObw,Larry's Steaks,2459 N 54th St,Philadelphia,PA,19131,39.9958264,-75.233934,3.0,204,1,"{'RestaurantsTakeOut': 'True', 'BikeParking': 'True', 'Caters': 'True', 'GoodForKids': 'True', 'RestaurantsGoodForGroups': 'True', 'RestaurantsPriceRange2': '1', 'BusinessAcceptsCreditCards': 'True', 'RestaurantsAttire': ""'casual'"", 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'RestaurantsReservations': 'False', 'OutdoorSeating': 'False', 'Alcohol': ""u'none'"", 'HasTV': 'True', 'GoodForMeal': ""{'dessert': False, 'latenight': True, 'lunch': True, 'dinner': True, 'brunch': False, 'breakfast': False}"", 'NoiseLevel': ""u'average'"", 'WiFi': ""u'no'"", 'RestaurantsDelivery': 'True', 'Ambience': ""{u'divey': None, u'hipster': False, u'casual': True, u'touristy': False, u'trendy': False, u'intimate': False, u'romantic': False, u'classy': False, u'upscale': False}""}","Cheesesteaks, Sandwiches, Pizza, Restaurants, Delis","{'Monday': '10:0-2:0', 'Tuesday': '10:0-2:0', 'Wednesday': '10:0-2:0', 'Thursday': '10:0-2:0', 'Friday': '10:0-3:30', 'Saturday': '10:0-3:30', 'Sunday': '10:0-23:0'}",,,,,,,,-0.0907793246268306,4.181118217144042,14.616195625013944,12.268365073245452,2.7699793166790827,4.255121092544306
nB9dev-4Wzxo4NHJkQQmUQ,Market on Ninth,943 S 9th St,Philadelphia,PA,19147,39.9378087,-75.1579422,4.5,38,0,"{'Caters': 'True', 'HappyHour': 'False', 'BusinessAcceptsBitcoin': 'False', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}"", 'Alcohol': ""u'none'"", 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': False}"", 'DogsAllowed': 'False', 'OutdoorSeating': 'False', 'HasTV': 'False', 'WiFi': ""u'free'"", 'RestaurantsTableService': 'True', 'BikeParking': 'False', 'WheelchairAccessible': 'True', 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'RestaurantsReservations': 'True', 'BusinessAcceptsCreditCards': 'True', 'RestaurantsTakeOut': 'True', 'RestaurantsDelivery': 'True'}","American (New), Coffee & Tea, Specialty Food, Food, Sandwiches, Restaurants","{'Tuesday': '12:0-22:0', 'Wednesday': '12:0-22:0', 'Thursday': '12:0-22:0', 'Friday': '12:0-23:0', 'Saturday': '12:0-23:0', 'Sunday': '12:0-21:0'}",,,,,,,,6.219794501126216,19.68460641788479,4.385758138856478,14.083630458224688,2.0458177087650333,4.580392775142784
1I58IN0Ar5Qd3WnE1smgVg,Pikes Corner,1940 E Washington Ln,Philadelphia,PA,19138,40.066525,-75.158273,3.5,13,0,"{'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'BikeParking': 'False', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}"", 'WiFi': ""'no'"", 'RestaurantsTakeOut': 'True', 'RestaurantsPriceRange2': '2', 'RestaurantsReservations': 'False', 'BusinessAcceptsCreditCards': 'True', 'GoodForKids': 'False', 'HasTV': 'False', 'RestaurantsDelivery': 'False', 'RestaurantsAttire': ""'casual'"", 'OutdoorSeating': 'False', 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': False}""}","Food, Specialty Food, Seafood, Seafood Markets, Restaurants","{'Monday': '10:0-20:0', 'Tuesday': '10:0-20:0', 'Wednesday': '10:0-20:0', 'Thursday': '10:0-20:0', 'Friday': '10:0-21:0', 'Saturday': '10:0-20:0', 'Sunday': '10:0-16:0'}",,,,,,,,0.7657914743514549,3.571390660638022,2.3733705030338093,2.267578045864976,-0.126628506109658,0.1484978222213937
