business_id,latitude,longitude,restaurant_stars,review_count,cat_Nightlife,cat_Food,cat_Bars,cat_American_(New),cat_Breakfast_&_Brunch,cat_Sandwiches,cat_Pizza,cat_American_(Traditional),cat_Italian,cat_Coffee_&_Tea,cat_Beer,cat_Wine_&_Spirits,cat_Cocktail_Bars,cat_Mexican,cat_Burgers,cat_Seafood,cat_Pubs,cat_Gastropubs,cat_Cafes,cat_Wine_Bars,cat_Other,topic_0,topic_1,topic_2,topic_3,topic_4,topic_5
fFA6bjWbq724vB1tW4V9pQ,2.719096588650305,4.3283626662881405,-3.851537781187551,-0.7902487927398094,0.0119069350881889,0.0119372938932028,0.1324255054357823,0.8197366599936878,0.0119531549368551,0.0120404506522828,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
wCluBbW9nzS7MEMFltMwJw,0.3497619657248174,-1.9067537598605826,-2.13763355681749,-0.6280645367632022,-0.0059790714253216,6.351747048977552,10.146328022199471,3.7149836069294624,2.69795675609895,1.0949636372198843,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
_msFUghqBbYNmO8grFJNAQ,2.53337542657119,-2.083555206277417,-1.2806814446324597,-0.7902487927398094,0.4227481463543692,1.1336337196657655,1.764553357932062,1.439459128529614,0.4470317560567282,0.792573891461459,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
pKg4NleedNE_SxkfN_NlTQ,-0.14369026020838455,-0.12807609689284327,-0.42372933244742933,-0.7635151241722368,0.5230363066254771,15.545165784332342,12.489225432882364,3.480796778064325,4.3800328295960735,7.5817428684994095,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Fe5Q2saATrFH4V-y6yhfAw,-1.4604533076406645,0.2861954701024325,1.2901748919226315,-0.7492571676028648,0.281020781177047,0.9293636010032142,3.335797581614145,3.1448271380112294,1.7928334049512598,0.5161574932431032,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FnEkr6LzjuGsg93Z7fkl7Q,-0.17482970277916432,-0.28551885653336595,-1.2806814446324597,-0.5835084224839145,5.982486389507945,12.5556570077585,21.883152232542063,41.18293838969954,9.670137229568708,4.725628750923227,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
wsr5zfPb6OZX4mQ7S-D8rQ,-0.36450653586578535,0.014906430122665683,0.43322277973760104,-0.7546039013163793,3.0732743265807394,3.0146406265030574,7.172081281299592,7.515842789810525,1.693974659010426,1.5301863167956535,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KGo93t2QwqryygJXGv9MTw,-0.25812952068598355,0.11731917197114809,1.2901748919226315,-0.80272450473801,0.6199445402659246,0.9117507742139994,4.130056958131905,0.6492222858093687,4.948940821953794,13.740084619625003,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
3sdlpskDaXr1P59BYjGoFw,-0.2695445022479266,-0.1784682525696674,-0.42372933244742933,-0.7599506350298938,-0.0072056298146986,0.1648700994306378,0.0043719278542437,-0.113193814728365,0.4221723079248874,2.5289851093332945,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
yYpU8EWucx32OYIIHqP63A,1.9939956886492949,0.789409263794234,-2.13763355681749,-0.7189590098929491,2.0363955772997926,7.491035795595004,14.424687525296306,3.342854795208843,8.527749098413981,5.1772772081860605,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
MoU6F7B9bSLG6Ykan-9G_g,-1.3525989176679771,0.043740582802934136,1.2901748919226315,-0.7670796133145799,0.2463016808520491,2.388236687043744,-0.1339650543897823,1.0544210585099407,0.465583609538212,1.9794220184458355,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4_W5pstoN1166TGjjPOrMg,0.033413811886832526,0.017645415689691482,0.43322277973760104,0.28444468367661,27.720777324997083,61.71177946167148,111.26890852816172,154.25780486946033,37.91661551337465,72.12411430233462,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
OL9CgTWy7rU2eNq6F13JBg,3.4690071159072122,3.670444859724557,-3.851537781187551,-0.7920310373109809,0.3278749894921406,1.5358951280133006,4.498265946241912,1.5398083084146763,0.9386697830289888,1.1594858448089802,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
zxY4DgtXsVHihSUpsmwamg,-0.9563911186548104,-0.05919866572471703,1.2901748919226315,-0.806288993880353,0.1246728907948399,1.8138378145146568,0.8086151558785887,1.908594270977479,0.5388455558945935,3.805434311939839,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
AWJyivVwe3t9BO-k8D0ynQ,-0.3403017096692404,0.3983298844617745,1.2901748919226315,-0.38033254137036254,2.1738601851611152,9.89149797393672,9.815579079233608,16.09594931876655,3.717960730282999,14.305152712618996,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
8CU6Hj2SBPC6nhSEHLCJvw,3.253252676035882,4.419638292906587,-0.42372933244742933,-0.7349992110334926,2.4126479012890574,10.911877336196223,9.888860306965618,10.89667039612624,3.1652355821240983,7.724708477298753,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
roc-xyyzN5b_nImb0NdRLQ,-2.5139377168375616,-2.3003050707899355,-0.42372933244742933,-0.6726206510424899,0.0292582565275603,0.7361639419433521,0.9545587075355024,-0.062459542020336,-0.5473629347961296,0.8898415708100502,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
HTqXI5S2XcSlh_ylx9sE6g,-0.2154511689286359,0.026226999843817524,0.43322277973760104,-0.3482521390892754,4.277616233179045,16.039993180218573,19.36889242007257,5.401283225218704,14.544188346444413,21.36802659486667,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
HUp0fqvl0XbZmrCp5FfBjw,-1.1954544805279483,-0.8096375547728114,0.43322277973760104,-0.7599506350298938,0.6021083335340037,1.0296603963183848,3.459630816090633,1.0045986118595267,0.5968134062552554,3.3071884359421952,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
bpEiVcivZFHixcDGKXQQJA,1.9626621733016671,-1.808597007422402,0.43322277973760104,-0.7563861458875508,1.7469305989935606,3.872975989326856,3.812423557757128,8.68245084699409,0.8628215575064044,2.022397449421956,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
5ezrDoezdUlJpUa5Jg6dUQ,-0.9268436227994591,-0.10642890423979333,0.43322277973760104,-0.6868786076118619,11.922046778387044,14.684997781585496,14.868586117488857,34.99959091470646,3.720761509890752,11.804016897941375,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
4RMHlggaIdNibPUJPVEd6w,-0.14814650499145965,-0.6497866744179819,-0.42372933244742933,-0.5282588407775978,8.489059297736917,8.139518001986808,29.142311053781008,13.157043995682702,3.67919308450389,7.392874566308656,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
pe01uqQsa6raj-4HWRjgGg,-0.22846745290808915,0.01381313756434411,1.2901748919226315,-0.8080712384515245,0.8637024966077742,0.8549165057025043,2.7462607918535937,2.899494075675906,0.5887300867856003,0.0468960433746194,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
dIwOZoxwSpPUV3eMYFzPqw,0.5908695319031475,0.1509609348218686,2.147127004107662,-0.8045067493091815,0.1404090359236675,0.1721690413544759,0.0104640635778881,0.2306026793374666,0.0105192828548303,0.4358358969516715,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WXwRcHGaV8W3twAOJtWlew,-0.5349527310209886,0.5148412984550946,-3.851537781187551,-0.7884665481686379,0.8375086529655272,1.1911104816687017,4.747983478955312,0.0979970980865216,0.0955088831043344,1.0298914052196024,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
BzQiDngZIG0MfbjJFg-yUQ,-0.2335634944428585,-0.6837160365075836,0.43322277973760104,-0.7349992110334926,3.45416421220169,3.407755204884438,4.609970705023017,19.72673981308125,3.6712453648957033,9.130124699913887,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
KgozvZ1UFfXuJToqe8CfQg,-0.476001521043506,-0.37274108085244567,-0.42372933244742933,-0.6619271836154609,7.455665311898946,8.649759166998836,10.672935675502265,4.76999826046145,8.284956902199694,19.1666846829388,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
DNA6jRC6wt0QXO4zN-BdXw,2.79017105477069,2.2878990607754948,-2.9945856690025203,-0.8080712384515245,0.0314151825851866,0.2708491458797793,0.455966867464549,0.0539463585507526,0.1300516337017818,0.0577708118179504,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ALVX2hbStpIIRvnv1_7x7w,-0.6183285854888504,-0.933976569461772,-3.851537781187551,-0.806288993880353,-0.0046380522202992,-0.0046609647547138,-0.9090840579301576,-0.0046730479586303,-0.0722874807422191,-0.0046563963939797,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
nsZMsV91PfYQ8w2lbktpjA,1.8709725791206542,3.2409020441761864,-0.42372933244742933,-0.7938132818821525,0.0176039489402852,0.7689272673270098,0.0177988545966226,1.160301778738941,0.017672898173186,0.0176952522239556,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
v7ibuvyZutqZ7pjMCH1exg,2.8941601498774565,2.821474739643461,-0.42372933244742933,-0.7403459447470072,7.796544782763782,22.953459797527312,6.9821530021097535,25.61430851678646,2.7971940885464543,2.856339812266224,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
MnCs5pIA0BF3FN7T6wTNyg,0.07175319528409715,0.4364340072014578,2.147127004107662,-0.7973777710244955,0.0188771550113827,0.2433525928717294,0.2298071254535827,0.7478713906229086,0.0191050076221839,0.7409867284182122,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Hbd-b99EBCYTZfSaZz3tHQ,3.842794564510505,5.722417213624241,-0.42372933244742933,-0.806288993880353,0.016684944395066,0.5767736197860571,0.0168387355635533,0.0168064381719318,0.1670375955240393,0.2058586665593523,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ipaHtb0jzsnzuxkjQxvxgQ,3.0652763314861815,3.104778489420686,0.43322277973760104,-0.7456926784605218,0.4249522443687435,1.262880402845198,0.9370681444048792,0.0864128900670517,0.6832779302291323,2.605408388084993,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NeY1bH6IKJxnn4YAixibsQ,-0.19666176254662374,-1.0079058955140643,-2.13763355681749,-0.6120243356226587,1.4135155386259457,5.312094400337672,7.878231366479762,9.557057159460856,2.286614553398233,6.552486981697522,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
QrIV69RPS4LTpIwPoL22_w,0.9943466179069228,1.936396872051087,-2.13763355681749,-0.7189590098929491,0.1218285457367957,-0.7347483218625506,-6.556192662877223,0.0385763076350875,0.1719665094955244,0.9585696218723684,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
woEzdPOYu5KmRHu1NjxKYw,-0.5420236698929695,0.1584672513597712,-1.2806814446324597,-0.7920310373109809,0.3359772255292518,4.663477009342359,6.180318452121793,3.721330309878175,0.4497192041251045,0.6491777990033138,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
RZtGWDLCAtuipwaZ-UfjmQ,-0.3215420648519424,0.22401301731050494,-0.42372933244742933,-0.16289870368743856,5.853080698322703,25.36350025276998,18.707485962497767,20.11520151842684,8.748753936874126,12.21197763110857,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
RNEhva5S8AlvwgaF6Z-l8g,3.365388256953825,-0.9767050118743307,-3.851537781187551,-0.7920310373109809,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
OHplb2m_dKPXY46mS0CqJQ,3.523723819982897,-1.4035514745116335,0.43322277973760104,-0.7314347218911497,0.950411125565538,2.0133316340926424,2.9843416129798443,3.2401216639586883,0.5745949141255179,0.2371990492777655,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
iX-B-N84nktxvhSwTYSfDw,-0.3655587855092827,0.48597027592211434,0.43322277973760104,-0.6245000476208592,12.63369906154817,22.570422351958392,19.88485715011868,17.465692481787336,6.8842036548862335,19.56112529970117,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
eM5CowLA4lGmATovJrLRXQ,3.0264334346388257,3.3109072929303744,-0.42372933244742933,-0.7759908361704374,0.1722524481230651,-1.0863846628793556,-1.030245494100191,0.5908091698055069,-1.189533486478244,-0.4568979744707813,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
xz3z2vqP8XkAsA11HA9pDg,1.2438119043414129,2.3987733116076058,0.43322277973760104,-0.7510394121740362,2.9463558195739123,2.051365323607164,4.987503140358708,6.58705661555001,2.2396767136891715,4.188042387221031,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
jQDXPPEfRlGiiH7kmRfM0w,0.7642982573201615,1.8456737293183612,2.147127004107662,-0.8080712384515245,0.0749743038745587,0.0651798210671416,0.6266930989714286,0.1561137013890141,0.0083933383233132,0.0686457363745437,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4i1to26tzHGWDpquEeazwg,1.2424008606618042,0.19271032511738456,0.43322277973760104,-0.799160015595667,-0.0660494883240094,-3.177245746264299,-1.2681391576474024,-0.0662658306139243,0.2505437674356303,-0.672843544585994,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
JZVK_yoV48O_2gDykG_1Ow,0.7898809616397839,1.8865858876813681,0.43322277973760104,-0.7546039013163793,2.310316601857521,10.837494653091383,6.731637532739791,5.430288756330238,7.33629404186793,3.3539684141131265,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
qfFKVxDqFbPtBTlKGQDapQ,0.6713743979062295,0.11203684266354626,-0.42372933244742933,-0.8009422601668384,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
pDurCski6kcl8mcXmpcKKw,-1.4337425432454762,-0.37308005621011076,1.2901748919226315,-0.7617328796010653,2.898721622111361,8.29350499885987,18.676070408540568,7.838076181169937,15.06779939723124,2.2258273920870053,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
gSw5N8h5lpC4XGw_nthyrQ,2.3694508944000847,0.3008312049541084,-2.13763355681749,-0.7474749230316933,0.0563071993109824,2.1936287332630284,-0.4931595853970054,-0.3144572432780475,-0.3753079459035702,-0.067011157995388,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
htO_nlxkEsYHzDrtbiUxew,-0.2889523829437573,-0.3579926448008146,0.43322277973760104,0.27731570539192396,12.431637748527276,19.56498320390126,72.08277098740616,58.08736549970938,25.69551037921412,35.137732181241745,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
eznriqn0sKt0D594H5OCcA,-0.8956398511093792,0.04954808957611302,0.43322277973760104,-0.7403459447470072,0.1497912691470546,2.181655666890264,2.005056336976963,2.725223500537292,0.1017794873647173,1.836493739083708,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gHMN4jk8kjG50CH-IRY2Dw,0.5615057491110053,1.174147120479999,-2.13763355681749,-0.7831198144551235,-0.6286946752311054,-0.4365601085087932,-3.561394453199005,1.8941823744220256,-0.0551006968234767,0.7875675593403539,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
sHZP73HSW1eCBorgi8pUjQ,-0.11524627287196243,-1.3291385304964194,-1.2806814446324597,-0.8045067493091815,0.1646904890062398,0.4676103404612577,1.2255525957964493,0.047340999650379,0.0473738282249349,0.0474317468607385,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
zNi8ceY3sLBXZoTUstjrvg,1.1204450790449287,-0.20295800587378102,-2.9945856690025203,-0.7920310373109809,0.1624618156037717,1.6121837192130402,0.459021495934131,0.0027545213765606,-1.0939051608124646,0.8574836086849605,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
7crp8LZA4HbkMAKyh8Wcdg,1.0562184712175664,0.5912672501306153,-2.13763355681749,-0.7742085915992659,-0.0129896722620916,-0.1343025904986774,0.7462475109847606,0.0183921083753093,0.3333114059770268,0.0493412374236725,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ihXHRu99MxQDiy_p1FKqhQ,3.255740092778726,2.624566995736677,1.2901748919226315,-0.7759908361704374,0.173707750009152,3.1100939058756967,1.3688079299225828,0.086626585521484,0.9520275264420538,2.308736302229029,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NBlB85ch_WCxYJ4fPWHxJA,-0.15839547603587945,-1.2192335525671862,1.2901748919226315,-0.7278702327488067,0.3236780344380299,7.179525917526693,4.276084528340198,0.8725560873733464,1.5689789486875416,3.7791764836341857,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
LrMVQ2TlZyS82qTkDM9mxw,1.9133249948633424,1.024306047013402,-2.9945856690025203,-0.7706441024569228,-0.3964610239368921,-0.4712338559375782,-4.042768933992145,0.2058947730280867,-0.022840515187253,-0.2725904439742178,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
qrVCN6M272dDdEKPB1E44w,-1.012425834008669,0.11037964131198943,0.43322277973760104,-0.7920310373109809,1.7585770011152302,2.3554753223284424,8.732523154618683,4.412306823739721,3.78475929612313,2.9563584020747893,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Z5po0aTuzKKblek5y6Sp8Q,-0.29639352781850176,-0.1812417631648421,-0.42372933244742933,-0.027448116278403926,8.92422159949863,80.5433444246964,43.46129014502775,26.64697764648287,17.40343517718244,28.02073100711188,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
AwmeLVLEfdFoCa0LaF0UYA,3.745468034747552,5.608216228900102,-0.42372933244742933,-0.7724263470280943,0.9621684165328558,2.056830520577243,2.538177185262204,1.4983516703698008,2.874026330479334,0.0704458767785592,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GzWIBhi32It2LMgX2-c_hA,-0.29841059666821385,-1.9198646393022798,1.2901748919226315,-0.8045067493091815,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
IwjkFCbCyovE72tT2ekr6A,3.203478297170545,2.1961674822498565,0.43322277973760104,-0.806288993880353,0.1271436875131988,0.0190006638208515,1.2028147512867895,0.2486060892310849,0.0190817188886958,0.3833530892593794,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L2pmVQMrpY-yZwZkZoRt5g,2.20960798697528,-0.4583511474738233,-2.13763355681749,-0.7349992110334926,0.0822875592625719,1.428415051838166,-1.178050253773584,1.07893836968695,0.7239291433536503,0.8644801296322445,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gd6yIH-qhf9uCdtUWs382g,1.8744398873077714,-1.4205061404211219,0.43322277973760104,-0.795595526453324,0.4559711500900591,0.391921809931617,4.373678868446772,1.997594238154667,0.1286427367226562,1.6521911966542264,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
b1T39R2EPxuOXJIR61j1DA,-0.6558177095424541,0.1093812925811796,-0.42372933244742933,-0.8045067493091815,0.8183520187782309,1.3161513772350126,2.045925625832119,0.9416698964190368,0.4695505206148526,0.4083505611207468,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
toMVWIsPJmS7-LiLAf2AfA,-1.6649370542113853,0.031659700034686884,0.43322277973760104,-0.6369757596190597,2.470650703638438,16.807493717467214,16.364731098208285,9.4914255797417,4.677608062588165,7.188090838356181,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
MN-Em6pY0ZXZQsLv6uBhrA,-0.07794708193076876,-1.2576141805032703,-1.2806814446324597,-0.799160015595667,-0.1010963251451354,-0.7644923109232054,-0.6886263763129191,-0.3618460086954069,-0.0417325875787282,-0.0422063913446046,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
a93-oNkJsUWOCiHu5O9xLA,3.851446547674909,5.545940817470049,-2.9945856690025203,-0.7831198144551235,-0.1549406846842637,-0.3942920398375267,-3.2619892884922,-0.0161378792298549,-0.156427190488356,-0.0162129172677977,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
LACylKxImNI29DKUQpWuHw,-0.3161090341268587,0.14238903493802116,-2.9945856690025203,-0.7599506350298938,0.1045249799945124,1.2571021287896942,1.8346570598790544,2.321255814739957,0.7558051623958614,0.7266548542009179,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
